"Id_Asistencia","Materia","Software","Profesor Encargado","Programa Curricular","Nivel académico","Fecha","Día de la semana","Horario","Número de participantes","Semestre","Semana del semestre","Nombre del monitor","Estado","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","17/09/2018","Monday","Ninguno","Ninguno","2018-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/09/2018","Tuesday","Ninguno","Ninguno","2018-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/09/2018","Wednesday","Ninguno","Ninguno","2018-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","20/09/2018","Thursday","Ninguno","Ninguno","2018-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","21/09/2018","Friday","Ninguno","Ninguno","2018-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/09/2018","Saturday","Ninguno","Ninguno","2018-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/09/2018","Monday","Ninguno","Ninguno","2018-II","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/09/2018","Tuesday","Ninguno","Ninguno","2018-II","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/09/2018","Wednesday","Ninguno","Ninguno","2018-II","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/09/2018","Thursday","Ninguno","Ninguno","2018-II","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/09/2018","Friday","Ninguno","Ninguno","2018-II","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","29/09/2018","Saturday","Ninguno","Ninguno","2018-II","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/10/2018","Monday","Ninguno","Ninguno","2018-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/10/2018","Tuesday","Ninguno","Ninguno","2018-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/10/2018","Wednesday","Ninguno","Ninguno","2018-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/10/2018","Thursday","Ninguno","Ninguno","2018-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/10/2018","Friday","Ninguno","Ninguno","2018-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/10/2018","Saturday","Ninguno","Ninguno","2018-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","21/01/2019","Monday","Ninguno","Ninguno","2018-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/01/2019","Tuesday","Ninguno","Ninguno","2018-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/01/2019","Wednesday","Ninguno","Ninguno","2018-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/01/2019","Thursday","Ninguno","Ninguno","2018-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/01/2019","Friday","Ninguno","Ninguno","2018-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/01/2019","Saturday","Ninguno","Ninguno","2018-II","9","Ninguno","","","","","","","","","","","","",""
"AD20180201","Econometria II","R","Nancy Milena Hoyos","Administración de Empresas","Pregrado","28/01/2019","Monday","09:00- 11:00","35","2018-II","10","","DICTADA","","","","","","","","","","","",""
"AD20180202","Econometria II","R","Nancy Milena Hoyos","Administración de Empresas","Pregrado","29/01/2019","Tuesday","14:00- 16:00","35","2018-II","10","","DICTADA","","","","","","","","","","","",""
"AD20180203","Econometria II","R","Nancy Milena Hoyos","Contaduría Pública","Pregrado","29/01/2019","Tuesday","14:00- 16:00","35","2018-II","10","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/01/2019","Wednesday","Ninguno","Ninguno","2018-II","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","31/01/2019","Thursday","Ninguno","Ninguno","2018-II","10","Ninguno","","","","","","","","","","","","",""
"AD20180204","Econometria II","R","Nancy Milena Hoyos","Economía","Pregrado","01/02/2019","Friday","14:00- 16:00","80","2018-II","10","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/02/2019","Saturday","Ninguno","Ninguno","2018-II","10","Ninguno","","","","","","","","","","","","",""
"AD20180205","Econometria II","R","Nancy Milena Hoyos","Economía","Pregrado","04/02/2019","Monday","09:00- 11:00","80","2018-II","11","","DICTADA","","","","","","","","","","","",""
"AD20180206","Econometria II","R","Nancy Milena Hoyos","Administración de Empresas","Pregrado","04/02/2019","Monday","09:00- 11:00","35","2018-II","11","","DICTADA","","","","","","","","","","","",""
"AD20180207","Econometria II","R","Nancy Milena Hoyos","Administración de Empresas","Pregrado","05/02/2019","Tuesday","14:00- 16:00","35","2018-II","11","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/02/2019","Wednesday","Ninguno","Ninguno","2018-II","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/02/2019","Thursday","Ninguno","Ninguno","2018-II","11","Ninguno","","","","","","","","","","","","",""
"AD20180208","Econometria II","R","Nancy Milena Hoyos","Economía","Pregrado","08/02/2019","Friday","14:00- 16:00","80","2018-II","11","","DICTADA","","","","","","","","","","","",""
"AD20180209","Sistemas de Información Gerencial","SAP","Henry Martinez Sarmiento","Doctorado en ciencias económicas","Posgrado","09/02/2019","Saturday","09:00- 11:00","6","2018-II","11","","DICTADA","","","","","","","","","","","",""
"AD20180210","Sistemas de Información Gerencial","SAP","Henry Martinez Sarmiento","Economía","Pregrado","11/02/2019","Monday","09:00- 11:00","80","2018-II","12","","DICTADA","","","","","","","","","","","",""
"AD20180211","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Contaduría Pública","Pregrado","12/02/2019","Tuesday","14:00- 16:00","35","2018-II","12","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/02/2019","Wednesday","Ninguno","Ninguno","2018-II","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/02/2019","Thursday","Ninguno","Ninguno","2018-II","12","Ninguno","","","","","","","","","","","","",""
"AD20180212","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Economía","Pregrado","15/02/2019","Friday","14:00- 16:00","80","2018-II","12","","DICTADA","","","","","","","","","","","",""
"AD20180213","Contabilidad del Proceso Contable","Siigo","Ruth Alejandra Patiño Jacinto","Doctorado en ciencias económicas","Posgrado","16/02/2019","Saturday","09:00- 11:00","6","2018-II","12","","DICTADA","","","","","","","","","","","",""
"AD20180214","Contabilidad del Proceso Contable","Siigo","Ruth Alejandra Patiño Jacinto","Economía","Pregrado","18/02/2019","Monday","09:00- 11:00","80","2018-II","13","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/02/2019","Tuesday","Ninguno","Ninguno","2018-II","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","20/02/2019","Wednesday","Ninguno","Ninguno","2018-II","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","21/02/2019","Thursday","Ninguno","Ninguno","2018-II","13","Ninguno","","","","","","","","","","","","",""
"AD20180215","Doctorado en ciencias económicas","Latex","John Perdomo","Economía","Pregrado","22/02/2019","Friday","14:00- 16:00","80","2018-II","13","","DICTADA","","","","","","","","","","","",""
"AD20180216","Doctorado en ciencias económicas","Latex","John Perdomo","Doctorado en ciencias económicas","Posgrado","23/02/2019","Saturday","09:00- 11:00","6","2018-II","13","","DICTADA","","","","","","","","","","","",""
"AD20180217","Doctorado en ciencias económicas","Latex","John Perdomo","Economía","Pregrado","25/02/2019","Monday","09:00- 11:00","80","2018-II","14","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/02/2019","Tuesday","Ninguno","Ninguno","2018-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/02/2019","Wednesday","Ninguno","Ninguno","2018-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/02/2019","Thursday","Ninguno","Ninguno","2018-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/03/2019","Friday","Ninguno","Ninguno","2018-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/03/2019","Saturday","Ninguno","Ninguno","2018-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/03/2019","Monday","Ninguno","Ninguno","2018-II","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/03/2019","Tuesday","Ninguno","Ninguno","2018-II","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/03/2019","Wednesday","Ninguno","Ninguno","2018-II","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/03/2019","Thursday","Ninguno","Ninguno","2018-II","15","Ninguno","","","","","","","","","","","","",""
"AD20180218","Asistencia Personalizada","Nvivo","Beatriz Helena Diaz","Administración de Empresas","Pregrado","08/03/2019","Friday","11:00- 13:00","1","2018-II","15","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/03/2019","Saturday","Ninguno","Ninguno","2018-II","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/03/2019","Monday","Ninguno","Ninguno","2018-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/03/2019","Tuesday","Ninguno","Ninguno","2018-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/03/2019","Wednesday","Ninguno","Ninguno","2018-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/03/2019","Thursday","Ninguno","Ninguno","2018-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/03/2019","Friday","Ninguno","Ninguno","2018-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/04/2019","Monday","Ninguno","Ninguno","2019-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/04/2019","Tuesday","Ninguno","Ninguno","2019-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/04/2019","Wednesday","Ninguno","Ninguno","2019-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/04/2019","Thursday","Ninguno","Ninguno","2019-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/04/2019","Friday","Ninguno","Ninguno","2019-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/04/2019","Saturday","Ninguno","Ninguno","2019-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/04/2019","Monday","Ninguno","Ninguno","2019-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/04/2019","Tuesday","Ninguno","Ninguno","2019-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/04/2019","Wednesday","Ninguno","Ninguno","2019-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/04/2019","Thursday","Ninguno","Ninguno","2019-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/04/2019","Friday","Ninguno","Ninguno","2019-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/04/2019","Saturday","Ninguno","Ninguno","2019-I","2","Ninguno","","","","","","","","","","","","",""
"AD20190101","Modelación Estatica","R","Javier Mondragon","Economía","Pregrado","15/04/2019","Monday","16:00- 18:00","40","2019-I","3","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/04/2019","Tuesday","Ninguno","Ninguno","2019-I","3","Ninguno","","","","","","","","","","","","",""
"AD20190102","Modelación Estatica","R","Javier Mondragon","Economía","Pregrado","17/04/2019","Wednesday","16:00- 18:00","40","2019-I","3","","DICTADA","","","","","","","","","","","",""
"AD20190103","Asistencia Personalizada","Nvivo","Ginna Benavidez","Administración de Empresas","Posgrado","17/04/2019","Wednesday","10:00- 12:00","1","2019-I","3","","DICTADA","","","","","","","","","","","",""
"AD20190104","Modelación Estatica","R","Javier Mondragon","Economía","Pregrado","22/04/2019","Monday","16:00- 18:00","40","2019-I","4","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/04/2019","Tuesday","Ninguno","Ninguno","2019-I","4","Ninguno","","","","","","","","","","","","",""
"AD20190105","Modelación Estatica","R","Javier Mondragon","Economía","Pregrado","24/04/2019","Wednesday","16:00- 18:00","40","2019-I","4","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/04/2019","Thursday","Ninguno","Ninguno","2019-I","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/04/2019","Friday","Ninguno","Ninguno","2019-I","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/04/2019","Saturday","Ninguno","Ninguno","2019-I","4","Ninguno","","","","","","","","","","","","",""
"AD20190106","Modelación Estatica","R","Javier Mondragon","Economía","Pregrado","29/04/2019","Monday","16:00- 18:00","40","2019-I","5","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/04/2019","Tuesday","Ninguno","Ninguno","2019-I","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/05/2019","Wednesday","Ninguno","Ninguno","2019-I","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/05/2019","Thursday","Ninguno","Ninguno","2019-I","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/05/2019","Friday","Ninguno","Ninguno","2019-I","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/05/2019","Saturday","Ninguno","Ninguno","2019-I","5","Ninguno","","","","","","","","","","","","",""
"AD20190107","Técnicas de Investigación Cualitativa","Nvivo","Diana Forero","Maestría en Administración","Posgrado","06/05/2019","Monday","18:00- 21:00","1","2019-I","6","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/05/2019","Tuesday","Ninguno","Ninguno","2019-I","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/05/2019","Wednesday","Ninguno","Ninguno","2019-I","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/05/2019","Thursday","Ninguno","Ninguno","2019-I","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/05/2019","Friday","Ninguno","Ninguno","2019-I","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/05/2019","Saturday","Ninguno","Ninguno","2019-I","6","Ninguno","","","","","","","","","","","","",""
